from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,amount_baseline,potato | amount_biochar_amendment
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,9.462500202062074e-06,7.551875660065502e-06
Phosphate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '1727b41d-377e-43cd-bc01-9eaba946eccb')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,2.4561499230912887e-05,1.9602154214615232e-05
Phosphorus,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,6.556999778695172e-06,5.2330405256944705e-06
Water,,,"('water', 'ground-')",biosphere3,"('biosphere3', '51254820-3456-4373-b7b4-056cf7b16e01')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.012589000165462494,0.010047087123274137
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.05035499855875969,0.04018754873005562
Zinc II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,8.325499720740481e-07,6.644453089178357e-07
Zinc II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,3.1611500617145794e-07,2.5228651729565675e-07
"Carbon dioxide, in air",,,"('natural resource', 'in air')",biosphere3,"('biosphere3', 'cc6a1abb-b123-4ca6-8f16-38209df609be')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.3020281195640564,0.24104399007506494
"Energy, gross calorific value, in biomass",,,"('natural resource', 'biotic')",biosphere3,"('biosphere3', '01c12fca-ad8b-4902-8b48-2d5afe3d3a0f')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,3.385499954223633,2.701915366499308
"Occupation, annual crop",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'c5aafa60-495c-461c-a1d4-b262a34c45b9')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.43972501158714294,0.3509377586489568
"Transformation, from arable land, unspecified use",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '4d166779-88fd-441b-9537-f3b974e3bff7')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.5,0.39904229848363926
"Transformation, to arable land, unspecified use",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '2f1e926a-ec96-432b-b2a6-bd5e3de2ff87')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",biosphere,0.5,0.39904229848363926
"market for phosphate rock, beneficiated","phosphate rock, beneficiated",World,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '97c491ef1d4a498fb5f6aaa347b40500')",potato production,potato,RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '19bafc7f7d1e4431a88f650c41db2f40')",technosphere,6.620937362811219e-06,5.284068126744787e-06
"market for application of plant protection product, by field sprayer","application of plant protection product, by field sprayer",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '22c7bdc87dc94a93b3785835ee5d8c51')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,7.843137427698821e-05,6.25948717294399e-05
market for dithiocarbamate-compound,dithiocarbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2bf9a875810a433dbd66db1d53a17e49')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,3.9215687138494104e-05,3.129743586471995e-05
"market for fertilising, by broadcaster","fertilising, by broadcaster",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'df2ecc54c49e4c5686d22fa98452cba5')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,7.843137427698821e-05,6.25948717294399e-05
"market for harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'fd3943e5982246299a7538e647b68c1e')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,3.9215687138494104e-05,3.129743586471995e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'de026738429c4ae9973724437a4cdf5b')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.0029411765281111,0.002347307684047167
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '4c9a921283f6455f8444f9986d3a4b23')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.009019607678055763,0.007198409958544104
market for irrigation,irrigation,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '958cf89638f940ee82027141c1dd9204')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.16941097378730774,0.13520428873687768
"market for land use change, annual crop","land use change, annual crop",IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '00805ec97e864ab7b00e700fbfef6ece')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,1.9290195268695243e-05,1.5395207716436744e-05
"market for liquid manure spreading, by vacuum tanker","liquid manure spreading, by vacuum tanker",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '5789fbf482ec4141a18f4428918b63d4')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,7.843137427698821e-05,6.25948717294399e-05
"market for manure, liquid, cattle","manure, liquid, cattle",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b15dd6a93ae64c76a0e6bc55c4aa4462')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.07498833537101746,0.05984703541182558
"market for manure, liquid, swine","manure, liquid, swine",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '42ffdf9ab209429a88c9c5edba61f8ca')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.0018289289437234402,0.001459640018933312
"market for manure, solid, cattle","manure, solid, cattle",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'd2062523dee145ca9a3aa29841a42b69')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.11510241776704788,0.09186146669357372
"market for packaging, for fertilisers","packaging, for fertilisers",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'bf63792ebabf4e50b81dacd7427f8e1f')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.04941176623106003,0.039434769537956924
"market for packaging, for pesticides","packaging, for pesticides",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '79ee10ef521d4c9388e91fdb4e5ad857')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,7.843137427698821e-05,6.25948717294399e-05
market for potassium chloride,potassium chloride,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e75418d9c9224603be7fd40179b3a874')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.009311161004006863,0.007431094177180257
market for potato grading,potato grading,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'edfa86844cf04d8e869236b7e22bf641')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,1.0,1.0
market for potato haulm cutting,potato haulm cutting,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '10d1cefa5c4347138a49330e0104518a')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,3.9215687138494104e-05,3.129743586471995e-05
market for potato planting,potato planting,GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0b84f813bc41414a887bce6d49875210')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,3.9215687138494104e-05,3.129743586471995e-05
"market for potato seed, Swiss integrated production, for setting","potato seed, Swiss integrated production, for setting",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a9ebd3b5d50042569ba5c89f7e8d763f')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.09803921729326248,0.07824358922048083
"market for poultry manure, dried","poultry manure, dried",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '79289c34b7b349a49bff00b5bfad8905')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.002544638467952609,0.002030836766123391
"market for poultry manure, fresh","poultry manure, fresh",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '88e5d6a1838846c3908bb04ad9ee1db9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.0008070535841397941,0.0006440970344292051
"market for solid manure loading and spreading, by hydraulic loader and spreader","solid manure loading and spreading, by hydraulic loader and spreader",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '28f13d5e6eef4a22bb68d7ce0efceb82')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.11764705926179886,0.09389230587533827
"market for tillage, cultivating, chiselling","tillage, cultivating, chiselling",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '117b27a8b1ac4859848fe8866fd51118')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,2.3723529011476785e-05,1.8933383089765988e-05
"market for tillage, ploughing","tillage, ploughing",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2c5ce8314a7d44aa8afd1c9997a3ad5c')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,2.3723529011476785e-05,1.8933383089765988e-05
"market for transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '42705b27632f4261baf3e69b504fa2f9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.0020000000949949026,0.0015961692697485255
market for urea,urea,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '261bf932fc794a58979780ba670a30f9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",technosphere,0.014712346717715263,0.011741697300650647
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,0.0025566667318344116,0.0020404363382557156
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,0.010774509981274605,0.009003122067353958
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,0.0002476986264809966,0.00016012441137239206
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,0.00041972548933699727,0.0003349764479944112
Water,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '09872080-d143-4fb1-a3a5-647b077107ff')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,0.0803607851266861,0.06413470480980533
Cadmium II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e429b852-e421-4fcb-8a9b-b0241863bfb2')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,6.139999868537416e-07,4.900239320460826e-07
Chromium III,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e7881581-21b3-4f5c-bd63-6b0684b5e712')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,6.186392056406476e-06,4.937264211018735e-06
Copper ion,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7e66a41c-d311-4949-bdd8-eef09cdcfa47')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,1.5243529105646303e-06,1.2165625782638708e-06
Lead II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4010918f-7fd0-4925-8fbb-8fd7a44a806c')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,1.4514117765429546e-06,1.1583493827158455e-06
Mancozeb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4f6390e3-bca5-4d3b-aead-7d63f2534440')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,3.9215687138494104e-05,3.129743586471995e-05
Mercury II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ed2d49f8-110d-4db4-9488-f61c349e6117')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,5.93568616480411e-09,4.737179700561939e-09
Nickel II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,1.3883529845770681e-06,1.1080231321445075e-06
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,1.7150980056612752e-05,1.3687933006075618e-05
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,6.509803807119852e-10,5.195374147741302e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,2.6952942100422206e-09,2.151072793329785e-09
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,2.8112157224313705e-07,2.2435879668247168e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,2.770274534213968e-07,2.2109134351268697e-07
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,5.472548991747317e-08,4.3675570564623436e-08
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,2.2146274147871736e-07,1.7674600277631072e-07
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,5.723137075364093e-09,4.567547546180441e-09
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0c3c959403684407ab715f0db2ebb0a1')",biosphere,1.596392138480951e-07,1.2740559764413017e-07
