from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,improve_fertilizer_placement,improve_fertilizer_rate
Metam-sodium,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '00acb9f0-1640-4f8c-89ef-d857e1428be0')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.0010760833974927664,0.0009480910991125695,0.0012077254741781889
Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd2885a24-b728-4832-8638-15697630eff9')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.7636070879234467e-06,1.5538388439854155e-06,1.979357001036416e-06
Metribuzin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '171aebab-b5e0-493f-8776-43e1a694666f')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,5.285829502099659e-06,4.6571185040525635e-06,5.932468576991761e-06
Monopotassium phosphite,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '7294c36c-23c3-5213-a742-71ed9340e16d')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.416747292954824e-06,2.129292769123193e-06,2.712398757525055e-06
Nickel II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b4580545-243d-48d2-a3a0-2633a4f46fb1')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,-6.559706889674999e-06,-5.779477435837003e-06,-7.362185061363635e-06
Novaluron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a94962c-be98-5d0a-8327-fd6d1ce0f4f1')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.6425120697458624e-07,3.2092617354589097e-07,4.088116801061574e-07
Oxamyl,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'aaa7a82f-7d09-48ed-8f08-8eb3c7eeb928')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.9951690521556884e-05,2.638915464454351e-05,3.361581427784162e-05
Paraquat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'e170546d-a672-4840-bd7a-1c7f8b627286')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,4.1440330278419424e-07,3.651130421006117e-07,4.6509910525723256e-07
Pendimethalin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9cbbd44e-bc02-4586-9d58-e223db6f5e24')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,5.154669906914933e-06,4.541559389352364e-06,5.785263644124504e-06
Permethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '5da998ca-223d-47bb-a516-2ee8c9bf6f2c')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,4.125067221139034e-07,3.634420459153334e-07,4.6297050742301165e-07
Phosmet,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b268aafb-2e5a-4bb1-a3ab-37f378ee8090')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.7681158460145525e-07,3.319925855519429e-07,4.229086246929913e-07
Phosphorous acid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '4b682e57-1ec6-52c7-b95b-0faadac57ec1')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.556384813738987e-05,1.3712641530739973e-05,1.746784302737359e-05
Propamocarb,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '22fbf3b0-06cf-53c7-b38b-64dfcdef37f8')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.8240830286231358e-06,1.6071216111217055e-06,2.047231233022599e-06
Propargite,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '6b3026ac-76b1-493d-bbcc-1281ac24905e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.2426730740553467e-06,2.8569806819870895e-06,3.6393637194785034e-06
Pymetrozine,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '066a904d-beba-47a4-a153-3981ca3554e0')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.9082124797241704e-07,2.5623017442503706e-07,3.2639870703974975e-07
Pyraclostrobin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'c7328f5c-abaa-4786-a9ef-6706a9108382')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.0755770745163318e-06,9.476449995738606e-07,1.20715721045604e-06
Pyrethrins,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '69edbf6f-66cb-5e8f-8741-f34a16fed5ca')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.866344672725063e-08,2.5254138085683375e-08,3.2169973880191505e-08
Pyrimethanil,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b2663551-c9e2-446c-88e1-0a87435667dc')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.8189210777563858e-06,1.6025736367897672e-06,2.0414377977063813e-06
Quintozene,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '99f78a2c-48e3-492c-aa5a-ed0c2f24a1a0')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.177149715658743e-05,1.0371363133557207e-05,1.3211556853633479e-05
Rimsulfuron,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8b4f0e68-38d5-4bee-b647-680d3a117560')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.2792986581189325e-07,1.1271353816025837e-07,1.435800963096445e-07
S-Metolachlor,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '317c9f65-0142-5fa0-99da-98a5c7d639dd')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.765740646282211e-06,2.436775899808115e-06,3.104086022763424e-06
Spinosad,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f7340d88-d66b-45c8-89af-251646b2c12e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.536231988869986e-07,2.23456562896034e-07,2.8465005486756294e-07
Spiromesifen,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '0b5c0609-3456-5935-93ae-5414b08eeaca')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.3502415185939753e-06,1.189640104488084e-06,1.5154225797912181e-06
Spirotetramat,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '36c72e34-2c5a-5995-aec4-44f168d866c7')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,5.977455543870747e-07,5.266480655392728e-07,6.708704314108582e-07
Sulfur,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'd4049741-cef2-4edd-a3af-9728b9e3a568')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.9840312234009616e-05,1.748045130749746e-05,2.2267466031436158e-05
Thiamethoxam,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '9a8e2785-9175-4818-83ae-fc394e2d695a')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,7.570585012217634e-07,6.670118953495713e-07,8.496728408774001e-07
Zeta-cypermethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'b6e1f836-2b5c-4bd5-bc8c-af065ee7c230')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.2882447331108438e-09,1.1350173860007435e-09,1.4458414513028548e-09
Zinc II,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,-3.550121982698329e-05,-3.1278607777077785e-05,-3.984424223005981e-05
Zoxamide,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '03b40051-311b-5e37-aad1-ea811907cc90')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,7.37251752980228e-07,6.495610158416106e-07,8.274430448711874e-07
Cadmium II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '3937f5a5-b4a4-434d-9fc3-1d29064fc3f8')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,7.378617716824465e-10,6.500984772532568e-10,8.28127689879289e-10
Cadmium II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'af83b42f-a4e6-4457-be74-46a87798f82a')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.0336990641235388e-07,9.107480741176553e-08,1.1601560764573949e-07
Chromium III,,,"('water', 'ground-')",biosphere3,"('biosphere3', '1c87de06-e58f-4684-a54c-d29f1a251a87')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.5566861811275885e-07,3.1336442124472147e-07,3.991791449076979e-07
Chromium III,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'e34d3da4-a3d5-41be-84b5-458afe32c990')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.0044501323136501e-05,8.849780901441851e-06,1.1273289924956791e-05
Copper ion,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c3b659e5-35f1-408c-8cb5-b5f9b295c76e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,5.5670469123469957e-08,4.904887147442287e-08,6.24808856604601e-08
Copper ion,,,"('water', 'surface water')",biosphere3,"('biosphere3', '6d9550e2-e670-44c1-bad8-c0c4975ffca7')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.4224817682115827e-06,3.0154024389529363e-06,3.841169212358679e-06
Lead II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'c864aa15-0abc-41ad-9889-348106e485d8')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,4.45634196211131e-10,3.92629247763111e-10,5.001506130315724e-10
Lead II,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b3ebdcc3-c588-4997-95d2-9785b26b34e1')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,9.262803359888494e-06,8.161060228976647e-06,1.039596336687822e-05
Mercury II,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'e1aa92d7-9297-452e-ade0-e5e2acc52ad7')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.6309001024672476e-11,1.4369163898389846e-11,1.8304153787511196e-11
Mercury II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '66bfb434-78ab-4183-b1a7-7f87d08974fa')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.8644001304201083e-07,2.523700555436219e-07,3.214814961189796e-07
Nickel II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '9798359e-a3ee-4362-a038-23a188582c6e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,9.22559956961777e-06,8.1282815591346e-06,1.0354208271175948e-05
Nitrate,,,"('water', 'ground-')",biosphere3,"('biosphere3', 'b9291c72-4b1d-4275-8068-4c707dc3ce33')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.004487335681915283,0.003953599719749148,0.005036291449961036
Nitrate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '7ce56135-2ca5-4fba-ad52-d62a34bfeb35')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.006106371991336346,0.005380063428490172,0.00685339168500151
Phosphate,,,"('water', 'ground-')",biosphere3,"('biosphere3', '329fc7d8-4011-4327-84e4-34ff76f0e42d')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.0113570826651994e-06,1.7721207776785897e-06,2.2574153565265987e-06
Phosphate,,,"('water', 'surface water')",biosphere3,"('biosphere3', '1727b41d-377e-43cd-bc01-9eaba946eccb')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.425928753131302e-06,3.0184394300716317e-06,3.845037882302247e-06
Phosphorus,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,8.92285186182562e-07,7.86154349059526e-07,1.0014424087346376e-06
Water,,,"('water', 'ground-')",biosphere3,"('biosphere3', '51254820-3456-4373-b7b4-056cf7b16e01')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.009480728767812252,0.008353064993667182,0.010640548560956512
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.002457966795191169,0.0021656095111816467,0.0027586608251303803
Zinc II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,1.8822898084636108e-07,1.6584051175890844e-07,2.1125587075910333e-07
Zinc II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,2.6077656002598815e-05,2.297590837233376e-05,2.926785185476859e-05
"Carbon dioxide, in air",,,"('natural resource', 'in air')",biosphere3,"('biosphere3', 'cc6a1abb-b123-4ca6-8f16-38209df609be')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.3481195867061615,0.3067132922521247,0.39070660685315545
"Energy, gross calorific value, in biomass",,,"('natural resource', 'biotic')",biosphere3,"('biosphere3', '01c12fca-ad8b-4902-8b48-2d5afe3d3a0f')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,3.8896000385284424,3.4269603863686715,4.36543214200723
"Occupation, annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'c4a82f46-381f-474c-a362-3363064b9c33')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.04603634402155876,0.04056065552560243,0.051668175108371225
"Occupation, annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'a6889a22-e99e-42ea-85cd-4a68d7975dcd')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.0976320132613182,0.0860193949438927,0.10957577245939193
"Transformation, from annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'a70beb60-354d-4dcd-b6fd-8c251357fb2a')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.04603634402155876,0.04056065552560243,0.051668175108371225
"Transformation, from annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '4b420f19-0421-461e-a0b6-7efbf580089b')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.0976320132613182,0.0860193949438927,0.10957577245939193
"Transformation, to annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '247ddc2a-c861-43be-97f0-0183e3d12f99')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.04603634402155876,0.04056065552560243,0.051668175108371225
"Transformation, to annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'e97b784a-ec09-4b1b-9f14-cc0ce9799c9e')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",biosphere,0.0976320132613182,0.0860193949438927,0.10957577245939193
"market for phosphoric acid, fertiliser grade, without water, in 70% solution state","phosphoric acid, fertiliser grade, without water, in 70% solution state",World,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7d66fa4b0e614ae5929a278e8e2cabd4')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",technosphere,1.7980595657718368e-05,1.5841934500192394e-05,2.0180242040087954e-05
market for sulfur,sulfur,World,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '73a58b2536aa4147accddc4dc1504496')",potato production,potato,US-WA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5228ae8c0bc4437d93a8520cb95c3740')",technosphere,1.9840312234009616e-05,1.748045130749746e-05,2.2267466031436158e-05
"market for 1,3-dichloropropene","1,3-dichloropropene",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'f955e1ca24854ef0b6727fcabbe58864')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.00048171504749916494,0.0004244185440521277,0.0005406453956219584
market for NPK (15-15-15) fertiliser,NPK (15-15-15) fertiliser,RNA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'a29d44043daa4b9eb5c62265eb364a58')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.0018012768123298883,0.001587028028484483,0.0009006384061649442
market for [sulfonyl]urea-compound,[sulfonyl]urea-compound,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4bda68232fb14a3fad0bc3d65cad4dde')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,1.1416045708756428e-06,1.0058190051767779e-06,1.2812621446415743e-06
market for [thio]carbamate-compound,[thio]carbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'c400394614524b8f98efbb7fe8ac4f15')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.001009737141430378,0.0008896362479562801,0.0011332627849948125
"market for acetamide-anillide-compound, unspecified","acetamide-anillide-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4dc05d3171f04c0fa89380a4f52e6f7f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,6.824299816798884e-06,6.012598957532056e-06,7.659146820200768e-06
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",RNA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'd20372fccb4d452dbaeed7f78fa63da4')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.0012689599534496665,0.0011180263907045519,0.0006344799767248333
market for ammonium nitrate,ammonium nitrate,RNA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e262e937a1a8416c809e9f0d2c4844ed')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.00019496740424074233,0.00017177744867025754,9.748370212037116e-05
market for ammonium nitrate phosphate,ammonium nitrate phosphate,RNA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '2ead977421da41c8834ca28a9cdeb4e4')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.00017636624397709966,0.00015538876121330366,8.818312198854983e-05
market for ammonium sulfate,ammonium sulfate,RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'bc09c9e6280546b2b79aa5c5cd15ab4b')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,0.0006386371096596122,0.0005626758675415086,0.0003193185548298061
"market for application of plant protection product, by airplane","application of plant protection product, by airplane",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b9fd04cf1c6a41238b0d268892fe9914')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,6.131824920885265e-05,5.4024889170795285e-05,6.881958384831947e-05
"market for application of plant protection product, fumigation","application of plant protection product, fumigation",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '53937a3bbf214267821fe82d245082e3')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,1.5329562302213162e-05,1.3506222292698821e-05,1.7204895962079867e-05
market for benzo[thia]diazole-compound,benzo[thia]diazole-compound,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '18341cc728c345ae8f2fbe66b2c2f57a')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,4.61512030369704e-07,4.0661852896009165e-07,5.179708533891178e-07
market for chlorothalonil,chlorothalonil,GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'd1322e7347bb41e9bf6e1331742d8101')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '5e1ff0e6e2ad4dfc80a7c5b320eef98c')",technosphere,1.9996357877971604e-05,1.7617936456362647e-05,2.2442601434311563e-05
